minuto;2,6min;2,10min;2,15min;2,20min;2,25min;2,30min;2,1h;2,2h;2,3h;2,4h;2,6h;2,8h;2,10h;2,12h;2,18h;2,24h;5,6min;5,10min;5,15min;5,20min;5,25min;5,30min;5,1h;5,2h;5,3h;5,4h;5,6h;5,8h;5,10h;5,12h;5,18h;5,24h;10,6min;10,10min;10,15min;10,20min;10,25min;10,30min;10,1h;10,2h;10,3h;10,4h;10,6h;10,8h;10,10h;10,12h;10,18h;10,24h;20,6min;20,10min;20,15min;20,20min;20,25min;20,30min;20,1h;20,2h;20,3h;20,4h;20,6h;20,8h;20,10h;20,12h;20,18h;20,24h;25,6min;25,10min;25,15min;25,20min;25,25min;25,30min;25,1h;25,2h;25,3h;25,4h;25,6h;25,8h;25,10h;25,12h;25,18h;25,24h;50,6min;50,10min;50,15min;50,20min;50,25min;50,30min;50,1h;50,2h;50,3h;50,4h;50,6h;50,8h;50,10h;50,12h;50,18h;50,24h;100,6min;100,10min;100,15min;100,20min;100,25min;100,30min;100,1h;100,2h;100,3h;100,4h;100,6h;100,8h;100,10h;100,12h;100,18h;100,24h;200,6min;200,10min;200,15min;200,20min;200,25min;200,30min;200,1h;200,2h;200,3h;200,4h;200,6h;200,8h;200,10h;200,12h;200,18h;200,24h;500,6min;500,10min;500,15min;500,20min;500,25min;500,30min;500,1h;500,2h;500,3h;500,4h;500,6h;500,8h;500,10h;500,12h;500,18h;500,24h;1000,6min;1000,10min;1000,15min;1000,20min;1000,25min;1000,30min;1000,1h;1000,2h;1000,3h;1000,4h;1000,6h;1000,8h;1000,10h;1000,12h;1000,18h;1000,24h;10000,6min;10000,10min;10000,15min;10000,20min;10000,25min;10000,30min;10000,1h;10000,2h;10000,3h;10000,4h;10000,6h;10000,8h;10000,10h;10000,12h;10000,18h;10000,24h
11;0.0;0.0;0.1538;0.1572;0.2106;0.2542;0.2895;0.317;0.3228;0.2765;0.1863;0.0251;0.0203;0.017;0.009;0.0068;0.0;0.0;0.2293;0.2341;0.3135;0.3782;0.4303;0.4729;0.4821;0.4134;0.2788;0.0376;0.0303;0.0255;0.0135;0.0102;0.0;0.0;0.3797;0.3874;0.5185;0.6252;0.7106;0.7837;0.8002;0.6867;0.4635;0.0625;0.0505;0.0424;0.0225;0.017;0.0;0.0;1.3937;1.4206;1.9003;2.2907;2.6008;2.8789;2.9438;2.5284;1.7083;0.2305;0.1864;0.1566;0.0831;0.0628;0.0;0.0;1.4374;1.4644;1.9584;2.3604;2.6784;2.9703;3.0394;2.6117;1.7654;0.2383;0.1927;0.1619;0.086;0.065;0.0;0.0;1.5716;1.5998;2.1382;2.5761;2.9201;3.2503;3.3308;2.8645;1.9383;0.2617;0.2118;0.178;0.0946;0.0716;0.0;0.0;1.6082;1.649;2.2138;2.6753;3.0582;3.46;3.5686;3.0804;2.0934;0.2834;0.2297;0.1934;0.103;0.0781;0.0;0.0;1.7636;1.8116;2.4346;2.9443;3.3724;3.7863;3.8934;3.355;2.2755;0.3077;0.2492;0.2097;0.1116;0.0844;0.0;0.0;1.9233;1.9732;2.65;3.2031;3.6639;4.1352;4.2611;3.6762;2.4967;0.3379;0.2738;0.2305;0.1227;0.093;0.0;0.0;2.4536;2.5159;3.3776;4.0817;4.666;5.2789;5.4447;4.6999;3.194;0.4324;0.3505;0.2951;0.1572;0.1191;0.0;0.0;2.445;2.4996;3.3496;4.0427;4.6055;5.2798;5.4735;4.7385;3.2312;0.4383;0.3558;0.2998;0.16;0.1214
12;0.0;0.0;0.1398;0.1328;0.1788;0.2216;0.2803;0.2871;0.3086;0.2751;0.1925;0.0255;0.0206;0.0173;0.0092;0.0069;0.0;0.0;0.2083;0.1978;0.2661;0.3297;0.4166;0.4283;0.461;0.4113;0.2881;0.0382;0.0308;0.0259;0.0137;0.0103;0.0;0.0;0.3449;0.3273;0.44;0.545;0.688;0.7098;0.7651;0.6833;0.479;0.0635;0.0513;0.0431;0.0229;0.0172;0.0;0.0;1.2661;1.2003;1.6128;1.9968;2.518;2.6074;2.8147;2.5157;1.7654;0.2343;0.1892;0.1589;0.0844;0.0637;0.0;0.0;1.3057;1.2373;1.6621;2.0575;2.5932;2.6902;2.9061;2.5985;1.8244;0.2422;0.1956;0.1643;0.0874;0.0659;0.0;0.0;1.4277;1.3516;1.8147;2.2456;2.8272;2.9438;3.1848;2.8501;2.0031;0.2661;0.215;0.1807;0.0961;0.0725;0.0;0.0;1.4609;1.3932;1.8789;2.332;2.9609;3.1337;3.4121;3.0649;2.1634;0.2881;0.2332;0.1962;0.1046;0.0791;0.0;0.0;1.6021;1.5306;2.0663;2.5665;3.265;3.4292;3.7227;3.3381;2.3515;0.3128;0.253;0.2127;0.1133;0.0856;0.0;0.0;1.7472;1.6672;2.2491;2.7921;3.5472;3.7453;4.0742;3.6576;2.5801;0.3435;0.278;0.2339;0.1247;0.0942;0.0;0.0;2.2289;2.1257;2.8667;3.558;4.5174;4.7812;5.2059;4.6761;3.3007;0.4396;0.3558;0.2994;0.1597;0.1207;0.0;0.0;2.2212;2.1119;2.8428;3.524;4.4588;4.7819;5.2335;4.7146;3.3391;0.4456;0.3612;0.3042;0.1626;0.123
13;0.0;0.0;0.1299;0.1272;0.1531;0.1918;0.2691;0.2616;0.2925;0.2711;0.1972;0.0259;0.0209;0.0175;0.0093;0.007;0.0;0.0;0.1936;0.1895;0.2279;0.2854;0.3999;0.3901;0.437;0.4053;0.2951;0.0388;0.0312;0.0262;0.0139;0.0105;0.0;0.0;0.3207;0.3135;0.3769;0.4718;0.6605;0.6466;0.7253;0.6733;0.4907;0.0645;0.052;0.0437;0.0232;0.0175;0.0;0.0;1.1771;1.1496;1.3815;1.7288;2.4175;2.3752;2.668;2.4789;1.8086;0.238;0.1919;0.1611;0.0857;0.0645;0.0;0.0;1.214;1.1851;1.4238;1.7813;2.4897;2.4506;2.7547;2.5605;1.8691;0.2461;0.1984;0.1666;0.0887;0.0668;0.0;0.0;1.3273;1.2946;1.5545;1.9441;2.7143;2.6816;3.0188;2.8084;2.0521;0.2703;0.2181;0.1831;0.0975;0.0735;0.0;0.0;1.3582;1.3344;1.6094;2.019;2.8427;2.8546;3.2343;3.0201;2.2164;0.2927;0.2365;0.1989;0.1062;0.0801;0.0;0.0;1.4895;1.466;1.77;2.222;3.1347;3.1238;3.5287;3.2893;2.4091;0.3178;0.2566;0.2157;0.115;0.0867;0.0;0.0;1.6244;1.5968;1.9265;2.4173;3.4056;3.4117;3.8619;3.6042;2.6434;0.3489;0.2819;0.2371;0.1265;0.0954;0.0;0.0;2.0723;2.036;2.4556;3.0804;4.3371;4.3553;4.9347;4.6078;3.3816;0.4466;0.3609;0.3035;0.1621;0.1223;0.0;0.0;2.0651;2.0228;2.4351;3.0509;4.2808;4.356;4.9608;4.6457;3.4209;0.4527;0.3663;0.3084;0.165;0.1246
14;0.0;0.0;0.1015;0.1337;0.1312;0.167;0.2558;0.2407;0.2755;0.265;0.2005;0.0263;0.0211;0.0177;0.0094;0.0071;0.0;0.0;0.1513;0.1991;0.1953;0.2485;0.3802;0.359;0.4116;0.3961;0.3001;0.0394;0.0317;0.0266;0.0141;0.0106;0.0;0.0;0.2506;0.3295;0.3229;0.4108;0.6279;0.595;0.6831;0.6581;0.499;0.0655;0.0527;0.0442;0.0235;0.0177;0.0;0.0;0.9199;1.2083;1.1835;1.505;2.2982;2.1856;2.5129;2.4228;1.8391;0.2417;0.1945;0.1632;0.0869;0.0653;0.0;0.0;0.9487;1.2456;1.2197;1.5508;2.3668;2.255;2.5946;2.5026;1.9006;0.2499;0.2011;0.1687;0.0899;0.0676;0.0;0.0;1.0373;1.3607;1.3317;1.6925;2.5804;2.4676;2.8433;2.7449;2.0867;0.2745;0.221;0.1855;0.0989;0.0744;0.0;0.0;1.0614;1.4026;1.3788;1.7576;2.7024;2.6268;3.0463;2.9518;2.2537;0.2972;0.2398;0.2015;0.1077;0.0811;0.0;0.0;1.164;1.5409;1.5163;1.9344;2.9801;2.8745;3.3236;3.2149;2.4496;0.3227;0.2601;0.2184;0.1167;0.0878;0.0;0.0;1.2694;1.6784;1.6504;2.1044;3.2376;3.1394;3.6374;3.5226;2.6878;0.3544;0.2858;0.2401;0.1283;0.0966;0.0;0.0;1.6195;2.14;2.1036;2.6817;4.1232;4.0077;4.6478;4.5036;3.4385;0.4535;0.3658;0.3074;0.1644;0.1238;0.0;0.0;1.6138;2.1261;2.0861;2.6561;4.0697;4.0084;4.6724;4.5406;3.4785;0.4597;0.3713;0.3123;0.1674;0.1262
15;0.0;0.0;0.1209;0.1305;0.1158;0.1467;0.2414;0.2244;0.2584;0.2572;0.2026;0.0267;0.0214;0.0179;0.0096;0.0072;0.0;0.0;0.1802;0.1943;0.1724;0.2182;0.3588;0.3346;0.386;0.3845;0.3031;0.04;0.0321;0.0269;0.0143;0.0107;0.0;0.0;0.2984;0.3215;0.2851;0.3607;0.5925;0.5546;0.6407;0.6388;0.504;0.0665;0.0534;0.0447;0.0239;0.0179;0.0;0.0;1.0954;1.1789;1.0451;1.3216;2.1687;2.0374;2.3568;2.3517;1.8576;0.2454;0.197;0.1651;0.0881;0.0661;0.0;0.0;1.1297;1.2153;1.077;1.3617;2.2335;2.1021;2.4334;2.4292;1.9198;0.2537;0.2037;0.1708;0.0911;0.0684;0.0;0.0;1.2352;1.3275;1.1759;1.4862;2.435;2.3002;2.6667;2.6644;2.1077;0.2787;0.2239;0.1877;0.1003;0.0753;0.0;0.0;1.2639;1.3684;1.2175;1.5434;2.5502;2.4486;2.8571;2.8652;2.2764;0.3018;0.2429;0.2039;0.1092;0.0821;0.0;0.0;1.3861;1.5033;1.3389;1.6986;2.8122;2.6795;3.1172;3.1206;2.4744;0.3276;0.2635;0.2211;0.1182;0.0889;0.0;0.0;1.5116;1.6375;1.4574;1.8479;3.0552;2.9265;3.4115;3.4193;2.715;0.3597;0.2895;0.243;0.1301;0.0978;0.0;0.0;1.9284;2.0878;1.8576;2.3548;3.8908;3.7359;4.3591;4.3715;3.4732;0.4604;0.3706;0.3111;0.1666;0.1253;0.0;0.0;1.9217;2.0743;1.8421;2.3323;3.8404;3.7365;4.3822;4.4074;3.5136;0.4667;0.3762;0.3161;0.1696;0.1277
16;0.0;0.0;0.0;0.1195;0.112;0.1289;0.227;0.2121;0.2418;0.2482;0.2034;0.0271;0.0217;0.0181;0.0097;0.0072;0.0;0.0;0.0;0.178;0.1667;0.1918;0.3373;0.3163;0.3612;0.3711;0.3044;0.0406;0.0325;0.0272;0.0145;0.0109;0.0;0.0;0.0;0.2945;0.2757;0.317;0.5571;0.5243;0.5995;0.6165;0.5062;0.0675;0.0541;0.0453;0.0242;0.0181;0.0;0.0;0.0;1.0801;1.0105;1.1615;2.0391;1.9258;2.2055;2.2697;1.8654;0.2491;0.1996;0.167;0.0893;0.0669;0.0;0.0;0.0;1.1134;1.0414;1.1968;2.1;1.9869;2.2772;2.3445;1.9278;0.2575;0.2063;0.1727;0.0923;0.0692;0.0;0.0;0.0;1.2163;1.137;1.3061;2.2895;2.1742;2.4955;2.5714;2.1166;0.2828;0.2268;0.1899;0.1016;0.0762;0.0;0.0;0.0;1.2538;1.1772;1.3564;2.3977;2.3145;2.6737;2.7652;2.286;0.3063;0.246;0.2063;0.1106;0.0831;0.0;0.0;0.0;1.3774;1.2946;1.4928;2.6441;2.5327;2.917;3.0117;2.4847;0.3325;0.2668;0.2236;0.1198;0.0899;0.0;0.0;0.0;1.5003;1.4091;1.624;2.8726;2.7662;3.1925;3.3;2.7263;0.3651;0.2932;0.2458;0.1318;0.0989;0.0;0.0;0.0;1.9129;1.7961;2.0695;3.6583;3.5312;4.0793;4.219;3.4878;0.4673;0.3753;0.3147;0.1688;0.1268;0.0;0.0;0.0;1.9005;1.7812;2.0498;3.6108;3.5318;4.1008;4.2537;3.5283;0.4737;0.381;0.3198;0.1718;0.1292
17;0.0;0.0;0.0;0.115;0.1167;0.1135;0.2133;0.2031;0.2262;0.2384;0.2032;0.0275;0.022;0.0183;0.0098;0.0073;0.0;0.0;0.0;0.1713;0.1737;0.1689;0.317;0.3029;0.3379;0.3565;0.3041;0.0412;0.0329;0.0275;0.0147;0.011;0.0;0.0;0.0;0.2834;0.2873;0.2793;0.5236;0.5021;0.5609;0.5922;0.5056;0.0685;0.0548;0.0458;0.0245;0.0183;0.0;0.0;0.0;1.0393;1.0532;1.0232;1.9164;1.8444;2.0632;2.1803;1.8635;0.2527;0.202;0.1689;0.0904;0.0676;0.0;0.0;0.0;1.0714;1.0854;1.0543;1.9737;1.9029;2.1303;2.2521;1.9258;0.2613;0.2089;0.1747;0.0935;0.07;0.0;0.0;0.0;1.1703;1.185;1.1506;2.1518;2.0823;2.3345;2.4701;2.1144;0.287;0.2296;0.192;0.1028;0.077;0.0;0.0;0.0;1.2064;1.2269;1.1949;2.2535;2.2166;2.5012;2.6562;2.2836;0.3108;0.249;0.2086;0.112;0.084;0.0;0.0;0.0;1.3253;1.3493;1.3151;2.4851;2.4257;2.7288;2.893;2.4822;0.3374;0.2702;0.2261;0.1212;0.0909;0.0;0.0;0.0;1.4436;1.4687;1.4307;2.6998;2.6492;2.9865;3.1699;2.7235;0.3705;0.2968;0.2486;0.1334;0.1001;0.0;0.0;0.0;1.8406;1.8719;1.8231;3.4383;3.3819;3.8161;4.0527;3.4841;0.4742;0.38;0.3182;0.1709;0.1282;0.0;0.0;0.0;1.8286;1.8564;1.8057;3.3936;3.3825;3.8363;4.086;3.5247;0.4807;0.3857;0.3234;0.174;0.1307
18;0.0;0.0;0.0;0.0963;0.1188;0.1032;0.2007;0.1967;0.2119;0.2282;0.202;0.0279;0.0222;0.0185;0.0099;0.0074;0.0;0.0;0.0;0.1434;0.1769;0.1535;0.2983;0.2934;0.3166;0.3412;0.3024;0.0418;0.0333;0.0278;0.0149;0.0111;0.0;0.0;0.0;0.2373;0.2925;0.2538;0.4927;0.4862;0.5254;0.5667;0.5028;0.0695;0.0554;0.0463;0.0248;0.0185;0.0;0.0;0.0;0.8701;1.072;0.93;1.8034;1.7861;1.9328;2.0865;1.8529;0.2564;0.2045;0.1707;0.0914;0.0684;0.0;0.0;0.0;0.897;1.1048;0.9583;1.8572;1.8428;1.9956;2.1552;1.9149;0.2651;0.2115;0.1766;0.0946;0.0707;0.0;0.0;0.0;0.9798;1.2062;1.0458;2.0248;2.0165;2.187;2.3639;2.1024;0.2912;0.2324;0.1941;0.104;0.0779;0.0;0.0;0.0;1.01;1.2488;1.0861;2.1206;2.1466;2.3431;2.5421;2.2706;0.3153;0.2521;0.2108;0.1133;0.0849;0.0;0.0;0.0;1.1096;1.3734;1.1953;2.3384;2.349;2.5564;2.7687;2.4681;0.3423;0.2735;0.2286;0.1227;0.0919;0.0;0.0;0.0;1.2086;1.4949;1.3004;2.5405;2.5655;2.7978;3.0337;2.7081;0.3759;0.3005;0.2512;0.135;0.1011;0.0;0.0;0.0;1.541;1.9054;1.6571;3.2354;3.2751;3.5749;3.8785;3.4644;0.4811;0.3846;0.3217;0.1729;0.1296;0.0;0.0;0.0;1.531;1.8895;1.6413;3.1934;3.2756;3.5938;3.9104;3.5047;0.4876;0.3904;0.3269;0.176;0.1321
19;0.0;0.0;0.0;0.0911;0.1123;0.1004;0.1891;0.1921;0.1991;0.2178;0.2001;0.0283;0.0225;0.0187;0.01;0.0075;0.0;0.0;0.0;0.1356;0.1672;0.1494;0.281;0.2865;0.2974;0.3256;0.2994;0.0424;0.0337;0.0281;0.015;0.0112;0.0;0.0;0.0;0.2244;0.2765;0.2469;0.4641;0.4748;0.4937;0.5408;0.4978;0.0705;0.0561;0.0468;0.025;0.0187;0.0;0.0;0.0;0.823;1.0134;0.9046;1.6988;1.7441;1.8161;1.9912;1.8347;0.2601;0.207;0.1725;0.0924;0.0691;0.0;0.0;0.0;0.8484;1.0444;0.9321;1.7495;1.7995;1.8751;2.0568;1.8961;0.2688;0.214;0.1784;0.0956;0.0715;0.0;0.0;0.0;0.9268;1.1403;1.0173;1.9074;1.9691;2.0549;2.2559;2.0817;0.2953;0.2352;0.1962;0.1052;0.0787;0.0;0.0;0.0;0.9553;1.1806;1.0565;1.9976;2.0961;2.2016;2.4259;2.2484;0.3198;0.2551;0.2131;0.1146;0.0858;0.0;0.0;0.0;1.0495;1.2983;1.1627;2.2028;2.2938;2.402;2.6422;2.4438;0.3472;0.2768;0.231;0.1241;0.0928;0.0;0.0;0.0;1.1432;1.4132;1.2649;2.3932;2.5052;2.6288;2.8951;2.6815;0.3813;0.3041;0.2539;0.1365;0.1022;0.0;0.0;0.0;1.4576;1.8012;1.6119;3.0477;3.1981;3.359;3.7013;3.4304;0.4879;0.3893;0.3251;0.1748;0.1309;0.0;0.0;0.0;1.4481;1.7863;1.5965;3.0082;3.1986;3.3767;3.7317;3.4703;0.4946;0.3951;0.3303;0.178;0.1335
20;0.0;0.0;0.0;0.1054;0.1049;0.1036;0.1781;0.1886;0.1879;0.2074;0.1974;0.0287;0.0228;0.0189;0.0101;0.0076;0.0;0.0;0.0;0.157;0.1562;0.1541;0.2646;0.2813;0.2807;0.3101;0.2953;0.043;0.0341;0.0284;0.0152;0.0113;0.0;0.0;0.0;0.2597;0.2583;0.2548;0.4371;0.4662;0.4658;0.5151;0.4911;0.0715;0.0568;0.0472;0.0253;0.0189;0.0;0.0;0.0;0.9525;0.9466;0.9335;1.5997;1.7124;1.7137;1.8965;1.81;0.2637;0.2094;0.1743;0.0934;0.0698;0.0;0.0;0.0;0.9819;0.9755;0.9619;1.6475;1.7667;1.7694;1.959;1.8705;0.2726;0.2166;0.1803;0.0967;0.0722;0.0;0.0;0.0;1.0726;1.0651;1.0498;1.7962;1.9332;1.939;2.1486;2.0536;0.2995;0.238;0.1982;0.1063;0.0795;0.0;0.0;0.0;1.1057;1.1028;1.0902;1.8811;2.058;2.0774;2.3106;2.218;0.3243;0.2582;0.2153;0.1158;0.0867;0.0;0.0;0.0;1.2147;1.2128;1.1999;2.0744;2.2521;2.2665;2.5165;2.4109;0.352;0.2801;0.2334;0.1254;0.0938;0.0;0.0;0.0;1.3231;1.32;1.3053;2.2536;2.4596;2.4805;2.7574;2.6453;0.3866;0.3077;0.2565;0.1379;0.1032;0.0;0.0;0.0;1.6869;1.6825;1.6634;2.87;3.1399;3.1696;3.5253;3.3841;0.4947;0.3939;0.3285;0.1767;0.1322;0.0;0.0;0.0;1.676;1.6685;1.6475;2.8328;3.1404;3.1864;3.5543;3.4234;0.5015;0.3998;0.3337;0.1799;0.1348
21;0.0;0.0;0.0;0.0;0.1024;0.107;0.1673;0.1856;0.1782;0.1973;0.194;0.0291;0.023;0.0191;0.0102;0.0076;0.0;0.0;0.0;0.0;0.1525;0.1592;0.2487;0.2769;0.2662;0.295;0.2904;0.0436;0.0345;0.0287;0.0153;0.0114;0.0;0.0;0.0;0.0;0.2521;0.2631;0.4107;0.4589;0.4419;0.4901;0.4829;0.0725;0.0574;0.0477;0.0256;0.0191;0.0;0.0;0.0;0.0;0.9241;0.964;1.5034;1.6858;1.6256;1.8044;1.7796;0.2673;0.2119;0.1761;0.0944;0.0705;0.0;0.0;0.0;0.0;0.9524;0.9933;1.5483;1.7393;1.6785;1.8638;1.8391;0.2763;0.2191;0.1821;0.0976;0.0729;0.0;0.0;0.0;0.0;1.0398;1.0841;1.688;1.9033;1.8394;2.0442;2.0192;0.3035;0.2408;0.2002;0.1074;0.0802;0.0;0.0;0.0;0.0;1.0766;1.1259;1.7678;2.0261;1.9707;2.1983;2.1808;0.3287;0.2612;0.2175;0.117;0.0875;0.0;0.0;0.0;0.0;1.184;1.2391;1.9494;2.2172;2.1501;2.3942;2.3704;0.3568;0.2834;0.2358;0.1267;0.0947;0.0;0.0;0.0;0.0;1.2887;1.348;2.1179;2.4215;2.3531;2.6234;2.6009;0.3918;0.3113;0.2592;0.1393;0.1042;0.0;0.0;0.0;0.0;1.6426;1.7178;2.6972;3.0913;3.0067;3.354;3.3273;0.5014;0.3985;0.3318;0.1785;0.1335;0.0;0.0;0.0;0.0;1.6289;1.7013;2.6622;3.0918;3.0226;3.3816;3.366;0.5083;0.4046;0.3372;0.1817;0.1361
22;0.0;0.0;0.0;0.0;0.0925;0.1052;0.1567;0.1829;0.1701;0.1877;0.1902;0.0295;0.0233;0.0193;0.0103;0.0077;0.0;0.0;0.0;0.0;0.1377;0.1565;0.233;0.2728;0.2541;0.2806;0.2847;0.0441;0.0349;0.029;0.0155;0.0116;0.0;0.0;0.0;0.0;0.2277;0.2587;0.3847;0.4521;0.4217;0.4661;0.4734;0.0734;0.0581;0.0482;0.0258;0.0193;0.0;0.0;0.0;0.0;0.8344;0.9478;1.4082;1.6608;1.5513;1.7161;1.7445;0.2708;0.2144;0.1779;0.0953;0.0711;0.0;0.0;0.0;0.0;0.86;0.9766;1.4502;1.7135;1.6017;1.7727;1.8029;0.2799;0.2217;0.184;0.0986;0.0736;0.0;0.0;0.0;0.0;0.9389;1.0659;1.5811;1.875;1.7552;1.9443;1.9794;0.3075;0.2436;0.2022;0.1085;0.081;0.0;0.0;0.0;0.0;0.9721;1.1069;1.6559;1.996;1.8805;2.0908;2.1379;0.333;0.2643;0.2197;0.1181;0.0883;0.0;0.0;0.0;0.0;1.0691;1.2182;1.826;2.1842;2.0517;2.2772;2.3237;0.3615;0.2867;0.2382;0.1279;0.0956;0.0;0.0;0.0;0.0;1.1636;1.3253;1.9838;2.3855;2.2454;2.4951;2.5497;0.397;0.315;0.2618;0.1407;0.1052;0.0;0.0;0.0;0.0;1.4831;1.6888;2.5264;3.0453;2.8692;3.19;3.2618;0.508;0.4032;0.3352;0.1802;0.1348;0.0;0.0;0.0;0.0;1.4708;1.6727;2.4936;3.0458;2.8844;3.2162;3.2997;0.515;0.4093;0.3406;0.1835;0.1374
23;0.0;0.0;0.0;0.0;0.075;0.0989;0.1463;0.18;0.1633;0.1786;0.186;0.0298;0.0236;0.0195;0.0104;0.0078;0.0;0.0;0.0;0.0;0.1117;0.1471;0.2174;0.2685;0.244;0.267;0.2783;0.0447;0.0353;0.0292;0.0156;0.0117;0.0;0.0;0.0;0.0;0.1847;0.2432;0.3591;0.445;0.4049;0.4435;0.4628;0.0744;0.0588;0.0487;0.0261;0.0194;0.0;0.0;0.0;0.0;0.6768;0.891;1.3144;1.6345;1.4895;1.633;1.7057;0.2742;0.2168;0.1797;0.0962;0.0718;0.0;0.0;0.0;0.0;0.6975;0.918;1.3537;1.6864;1.5379;1.6867;1.7628;0.2834;0.2242;0.1858;0.0995;0.0742;0.0;0.0;0.0;0.0;0.7616;1.0019;1.4758;1.8453;1.6854;1.85;1.9354;0.3114;0.2464;0.2043;0.1095;0.0817;0.0;0.0;0.0;0.0;0.7885;1.0405;1.5456;1.9644;1.8057;1.9895;2.0903;0.3372;0.2673;0.2219;0.1192;0.0891;0.0;0.0;0.0;0.0;0.8672;1.1451;1.7044;2.1497;1.9701;2.1668;2.272;0.366;0.2899;0.2405;0.1291;0.0964;0.0;0.0;0.0;0.0;0.9439;1.2458;1.8517;2.3478;2.1561;2.3742;2.4929;0.402;0.3186;0.2644;0.142;0.1061;0.0;0.0;0.0;0.0;1.203;1.5876;2.3581;2.9971;2.755;3.0354;3.1891;0.5144;0.4078;0.3385;0.1819;0.136;0.0;0.0;0.0;0.0;1.193;1.5724;2.3275;2.9976;2.7696;3.0603;3.2263;0.5215;0.414;0.344;0.1852;0.1386
24;0.0;0.0;0.0;0.0;0.0902;0.0939;0.1362;0.1768;0.1578;0.1701;0.1814;0.0302;0.0238;0.0197;0.0105;0.0078;0.0;0.0;0.0;0.0;0.1342;0.1396;0.2024;0.2637;0.2357;0.2543;0.2715;0.0452;0.0357;0.0295;0.0158;0.0118;0.0;0.0;0.0;0.0;0.222;0.2309;0.3343;0.4371;0.3912;0.4225;0.4515;0.0753;0.0594;0.0492;0.0263;0.0196;0.0;0.0;0.0;0.0;0.8137;0.8458;1.2236;1.6055;1.4391;1.5556;1.6639;0.2775;0.2193;0.1815;0.097;0.0724;0.0;0.0;0.0;0.0;0.8386;0.8715;1.2602;1.6565;1.4858;1.6068;1.7195;0.2869;0.2267;0.1876;0.1004;0.0749;0.0;0.0;0.0;0.0;0.9156;0.9512;1.3739;1.8126;1.6283;1.7624;1.8879;0.3151;0.2492;0.2063;0.1104;0.0824;0.0;0.0;0.0;0.0;0.948;0.9878;1.4388;1.9296;1.7445;1.8952;2.039;0.3412;0.2703;0.2241;0.1203;0.0899;0.0;0.0;0.0;0.0;1.0426;1.0871;1.5867;2.1116;1.9033;2.0641;2.2163;0.3705;0.2932;0.2429;0.1302;0.0973;0.0;0.0;0.0;0.0;1.1348;1.1827;1.7238;2.3062;2.083;2.2617;2.4318;0.4068;0.3222;0.267;0.1433;0.1071;0.0;0.0;0.0;0.0;1.4464;1.5071;2.1953;2.944;2.6616;2.8915;3.1109;0.5206;0.4124;0.3419;0.1835;0.1372;0.0;0.0;0.0;0.0;1.4343;1.4927;2.1668;2.9445;2.6757;2.9153;3.1471;0.5278;0.4186;0.3474;0.1868;0.1398
25;0.0;0.0;0.0;0.0;0.0907;0.0923;0.1267;0.1732;0.1533;0.1624;0.1766;0.0306;0.0241;0.0199;0.0106;0.0079;0.0;0.0;0.0;0.0;0.1349;0.1373;0.1883;0.2584;0.229;0.2427;0.2643;0.0457;0.0361;0.0298;0.0159;0.0119;0.0;0.0;0.0;0.0;0.2231;0.227;0.3109;0.4283;0.3801;0.4032;0.4395;0.0761;0.0601;0.0497;0.0265;0.0198;0.0;0.0;0.0;0.0;0.8178;0.8318;1.138;1.5732;1.3983;1.4845;1.6198;0.2807;0.2217;0.1832;0.0979;0.073;0.0;0.0;0.0;0.0;0.8429;0.8571;1.172;1.6231;1.4438;1.5334;1.674;0.2902;0.2292;0.1895;0.1012;0.0755;0.0;0.0;0.0;0.0;0.9202;0.9354;1.2777;1.7761;1.5822;1.6819;1.8379;0.3188;0.2519;0.2083;0.1114;0.0831;0.0;0.0;0.0;0.0;0.9528;0.9714;1.3382;1.8907;1.6951;1.8086;1.985;0.3452;0.2733;0.2263;0.1213;0.0907;0.0;0.0;0.0;0.0;1.0478;1.0691;1.4756;2.069;1.8494;1.9698;2.1576;0.3747;0.2965;0.2453;0.1313;0.0981;0.0;0.0;0.0;0.0;1.1405;1.1631;1.6032;2.2597;2.024;2.1584;2.3674;0.4115;0.3257;0.2696;0.1445;0.108;0.0;0.0;0.0;0.0;1.4537;1.4821;2.0416;2.8847;2.5863;2.7594;3.0285;0.5266;0.417;0.3452;0.185;0.1383;0.0;0.0;0.0;0.0;1.4416;1.468;2.0152;2.8852;2.6;2.7821;3.0638;0.5338;0.4233;0.3508;0.1884;0.141
